name,latitude,longitude,subtype,year,description,image_url,official_url,county,city
Highland United Methodist Church,42.637594461000155,-83.61927150799988,building,2012,"Methodist Episcopal Church of Highland Station
Highland’s Methodist Episcopal Church was organized in 1865. Lester and George St. John built this structure in 1886 on three lots donated by J. B. and Betsey Crouse. In 1946 the former Hickory Ridge School was added to the Victorian church with the south portion completed in 1957. The township purchased the building in 1980 and meticulously renovated and expanded it, repeating the Venetian glass insets in the oriel windows and the ornate scroll-saw trim of the original. It was rededicated as a library in 1982.",,https://catalog.archives.gov/id/25340288,Oakland,Highland
Douglas Union School,42.6440641530001,-86.20374409699997,building,2012,"Douglas Union School
In 1866, faced with the growth of what were then the separate villages of Douglas and Dudleyville, Saugatuck Township Districts No. 3 and 4 merged, forming Union District No. 3. The Douglas Union School opened for classes in September 1866. One male and one female teacher taught 129 pupils that year. Early newspapers reported church services, concerts, and social events taking place in the building’s second floor hall. When it closed in 1957, the school had four classrooms. They were converted to apartments during the 1960s. The bell, made by the Buckeye Bell Foundry of C…",,https://catalog.archives.gov/id/25338817,Allegan,Douglas
Bell Road Bridge,42.40161209100006,-83.90880032099994,structure,2012,"Bell Road Bridge
This Pratt through-truss bridge, erected in 1891, was built by the Wrought Iron Bridge Company of Canton, Ohio. The bridge was assembled on site by a local crew using iron connecting pins that are visible at the deck level. These pins, unique to nineteenth century iron work, made bridges easy to assemble and capable of flexing to accommodate varying weights. The bridge is listed in the National Register of Historic Places.

Dover
Judge Samuel Dexter and Isaac Pomeroy built a sawmill here in 1832. After 1846, Daniel B. Sloan and Company replaced the sawmill with a gristmill ca…",,https://catalog.archives.gov/id/25340708,Washtenaw,Pinckney
Trinity Evangelical Lutheran Church Complex,42.34284602100018,-83.0397244429999,building,2012,"Trinity Lutheran Church
Trinity Lutheran Church, one of the oldest of this denomination in Detroit, was founded in 1850. The Reverend Gottlieb Schaller conducted the early worship services, which were held in the former Mariners Church on Larned Street. In 1866 the congregation built a brick church on this site. After over sixty years of service, it was razed in 1929. The present Neo-Gothic-style church, designed by W. E. N. Hunter, was a gift of Charles Gauss. It was dedicated in 1931. Trinity Lutheran helped to establish many daughter congregations in Detroit. The church also established th…",,https://catalog.archives.gov/id/25340860,Wayne,Detroit
Michigan Central Railroad Depot,42.28721424900009,-83.74222460499988,building,2012,"Michigan Central Railroad Depot
Built in 1886, and conceived by Frederick Spier, the design of this granite block building was influenced by the great American architect Henry Hobson Richardson. The massive arch and two-foot-thick walls are balanced by the simple, precise detailing. Carefully preserved, this depot is a symbol of the elegance and vitality of nineteenth century rail transportation.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1443/attachments/1533,https://catalog.archives.gov/id/25340627,Washtenaw,Ann Arbor
Central United Methodist Church,42.337514418000175,-83.05084075999997,building,2012,"Central United Methodist Church
Lewis Cass, governor of the Territory of Michigan, approved a constitution for the First Methodist Episcopal Society May 17, 1822. This church, a direct successor, was designed by Gordon W. Lloyd. It was completed in 1867 by the combined efforts of the First Methodist Episcopal Church and the Congress Street Society. When Woodward Avenue was widened in 1936, a thirty-foot section was removed from the nave, and the front and tower were subsequently relocated. The sanctuary was then rededicated. The stained glass windows were installed in 1955. Maintaining the tr…",,https://catalog.archives.gov/id/25338681,Wayne,Detroit
First Congregational Church,42.629198105000164,-85.02527524899989,building,2012,"First Congregational Church
Reverend Sylvester Cochrane, a Congregational minister from Vermont, first conceived of a settlement in Michigan after a visit here in 1835. Returning home he formed a group called the Union Colony, which settled in Vermontville the next year. The colonists were religiously oriented, and one of their stated purposes in settling here was to “remove the moral darkness” which they thought pervaded the West. Church services were first held in a log cabin and later in the academy across the street. The present church was dedicated in 1864. The building strongly resemble…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1461/attachments/1552,https://catalog.archives.gov/id/25339238,Eaton,Vermontville
Sherman City Union Church,43.72635266500002,-85.0761302259999,building,2012,"Sherman City
Sherman City began with a log store built by E. K. Wood, Giles Gilbert, and Amos Johnson in 1869 and a sawmill built in 1870 by John T. Cahoon. Johnson, Cahoon, and others platted Sherman City between 1870 and 1873. Both the township and the city were named for Civil War general William Tecumseh Sherman. An 1878 tornado destroyed much of the town, but an 1879 map shows thirty buildings, including stores, hotels, and a school. An 1899 map shows thirty-five structures, including one church. Lumber and shingle manufacturing sustained the economy. When the local forests gave out arou…",,https://catalog.archives.gov/id/25339576,Isabella,Sherman City
First Congregational Church,42.248140000000156,-84.40927699999992,building,2024,"First Congregational Church
This monumental Romanesque Revival church was erected in 1859 according to plans by architect Horatio N. White of Syracuse, New York. It is this congregation’s third church. In 1871 the building was raised eight feet to accommodate lower-level classrooms. In September 1861, on the eve of departing for duty in the Civil War, the “Jackson Blair Cadets” and the Jackson County Rifles gathered with their families in the crowded sanctuary. At Detroit’s Fort Wayne the troops joined the Eighth and Ninth Michigan infantries respectively. Beginning in the 1840s with the anti…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1484/attachments/1585,,Jackson,Jackson
Indian Mission,43.725980192000065,-83.44230287599993,building,2012,"The Indian Mission
<div>Here, on July 1, 1845, three Lutheran missionaries, Rev. Johann J. F. Auch, Rev. J. Simon Dumser, and Rev. George Sinke, arrived. The Lutheran leader, Rev. Friedrich Schmid, sent them from Ann Arbor to evangelize the Chippewa Indians. A log chapel was built here later that summer. In 1849, Rev. Mr. Auch ferried lumber from Lower Saginaw to Shebahyonk on Wild Fowl Bay, seven miles north of Sebewaing. A mission house was built there and dedicated June 27, 1849. Rev. J. F. Maier had charge of the mission. By 1854 the Indians had left these parts. The mission house was sol…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1485/attachments/1588,https://catalog.archives.gov/id/25339469,Huron,Sebewaing
"Makinen, John J., Bottle House",44.37299264600005,-86.00930174399991,building,2012,"The Bottle House
John J. Makinen Sr. (1871-1942) built this house out of over sixty thousand pop bottles, most of which came from his business, the Northwestern Bottling Works. The bottles were laid on their sides with the bottom ends to the exterior. A native of Finland, Makinen moved to the area in 1903. He completed the house in 1941 but died before his family moved into it. In 1980 the building was purchased by the Kaleva Historical Society, which renovated it to house the Kaleva Historical Museum.",,https://catalog.archives.gov/id/25340009,Manistee,Kaleva
"Hecox, Frank J., House",42.628771065000194,-83.98704676699987,building,2012,"Frank J. Hecox House
This “House of Seven Gables” was built in 1886-87 by the farm family of Frank J. and Ada Hecox. A plastered brick wall in the basement is inscribed with Frank Hecox’s initials and the date 1887. The Hecox family left the area by 1900, and Ada sold the farm in 1909. In 1963 the county acquired most of the acreage to form part of the site of the Livingston County Airport. This house, with its pressed-tin-shingle mansard roof, is a unique example of the Second Empire style in the Howell area.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1491/attachments/2258,https://catalog.archives.gov/id/25339926,Livingston,Howell
