name,latitude,longitude,subtype,year,date_reported,description,image_url,official_url,county,city
Rochester Hills Museum At Van Hoosen Farm,42.69699,-83.1151,GMU,,,"website, 16-acre (65,000 m2) museum complex including a 1927 dairy barn with exhibits about area history",,HTTP://WWW.ROCHESTERHILLS.ORG/INDEX.ASPX?NID=88,Oakland,Rochester Hills
Navarre-Anderson Trading Post,41.93534,-83.46076,GMU,,,"Late 18th-century trading post owned by the Monroe County Historical Museum, open for special events and group tours[24]",,https://en.wikipedia.org/wiki/Navarre-Anderson_Trading_Post,Monroe,Monroe
Marysville Museum,42.90726,-82.4682,GMU,,,website,,https://en.wikipedia.org/wiki/Marysville_Historical_Museum?action=edit&redlink=1,St. Clair,Marysville
Motorsports Museum And Hall Of Fame,42.47549,-83.47531,GMU,,,Notable figures in the development of the automobile industry,,https://en.wikipedia.org/wiki/Automotive_Hall_of_Fame,Oakland,Dearborn
Museum Of Microcomputing,42.94363,-85.62093,GMU,,,,,,Kent,
Michigan Flywheelers,42.39565,-86.25258,GMU,,,"website, antique gas and steam engines and tractors",,HTTP://MICHIGANFLYWHEELERS.ORG/,Van Buren,South Haven
Michigan Whitetail Hall Of Fame Museum,42.30312,-84.22884,GMU,,,"Over 50 Boone And Crockett world record buck racks, live deer[44]",,https://en.wikipedia.org/wiki/Michigan_Whitetail_Hall_of_Fame_Museum?action=edit&redlink=1,Jackson,Grass Lake
Michigan Military History Musm,42.6626,-83.38548,GMU,,,,,,Oakland,
Marine City Museum,42.71539,-82.49469,GMU,,,website,,HTTP://WWW.MARINECITYMUSEUM.ORG,St. Clair,Marine City
Hunter House Museum,42.54644,-83.22029,GMU,,,,,,Oakland,
Leslie Area Museum,42.45122,-84.43139,GMU,,,,,HTTPS://WWW.FACEBOOK.COM/LESLIEAREAHISTORICALSOCIETY,Ingham,
Hyser Rivers Museum,43.06409,-85.59184,GMU,,,"website, operated by the Plainfield Township Historical Preservation Committee",,https://en.wikipedia.org/wiki/Hyser_Rivers_Museum?action=edit&redlink=1,Kent,Plainfield Township
James D Reader Jr Urban Environmental Education,42.28044,-83.72776,GMU,,,,,HTTP://WWW.LSA.UMICH.EDU,Washtenaw,
Liberty Hyde Bailey Museum,42.39565,-86.25258,GMU,,,Home and memorial to American horticulturist Liberty Hyde Bailey,,HTTP://LIBERTYHYDEBAILEY.ORG/,Van Buren,South Haven
Great Lakes Lore,45.42264,-83.81936,GMU,,,"Located at Belle Isle Park in the SS William Clay Ford Pilot House, operated by the Detroit Historical Society",,HTTP://WWW.GLLMM.ORG,Presque Isle,Detroit
Lakeshore Museum Center,45.42264,-83.81936,GMU,,,"website, area natural and cultural history, lumber industry, and Scolnik House, a Depression-era period house",,HTTP://WWW.LAKESHOREMUSEUM.ORG,Presque Isle,Muskegon
Japanese Cultural Center,43.41622,-83.9497,GMU,,,"website, Japanese garden, tea house, culture demonstrations",,HTTP://JAPANESECULTURALCENTER.ORG/,Saginaw,Saginaw
Knowlton Ice Museum,42.97755,-82.42301,GMU,,,"website, over 3,000 items used in the cutting, harvesting, storing, selling and use of natural ice as used by the ice industry of years ago",,https://en.wikipedia.org/wiki/Knowlton's_Ice_Museum_of_North_America?action=edit&redlink=1,St. Clair,Port Huron
Fort St Joseph Museum,41.82933,-86.2669,GMU,,,"Located in the carriage house of the Henry A. Chapin House, exhibits include Fort St. Joseph, the Underground Railroad in southern Michigan, railroads in Niles' history, Lakota Indian collection",,https://en.wikipedia.org/wiki/Henry_A._Chapin_House,Berrien,Niles
Fortde Buade Museum,45.86853,-84.72719,GMU,,,,,HTTP://FORTDEBUADE.COM,Mackinac,
Harbour House Museum,46.09711,-88.33251,GMU,,,[32],,HTTP://WWW.HARBOURHOUSEMUSEUM.ORG,Iron,Crystal Falls
Harsha House Museum,45.31743,-85.26076,GMU,,,"website, operated by the Charlevoix Historical Society",,https://en.wikipedia.org/wiki/Harsha_House_Museum?action=edit&redlink=1,Charlevoix,Charlevoix
Grosvenor House Museum,42.00725,-84.63661,GMU,,,19th-century Victorian mansion,,https://en.wikipedia.org/wiki/E.O._Grosvenor_House,Hillsdale,Jonesville
Flushing Area Museum,43.06288,-83.86133,GMU,,,"website, operated by the Flushing Area Historical Society",,HTTP://FLUSHINGHISTORICAL.ORG,Genesee,Flushing
Gilmore Car Museum,42.44213,-85.42506,GMU,,,Restored historic barns exhibiting nearly 200 vehicles spanning more than 100 years of automotive heritage,,HTTP://WWW.GILMORECARMUSEUM.ORG/,Barry,Barry Township
Great Lakes Shipwreck Museum,46.76797,-84.96085,GMU,,,"Operated by the Great Lakes Shipwreck Historical Society, artifacts retrieved from local shipwrecks, also includes lighthouse keeper's quarters for Whitefish Point Light",,HTTP://WWW.SHIPWRECKMUSEUM.COM,Chippewa,Paradise
Cycling Salamander,45.23129,-85.35364,GMU,,,,,,Charlevoix,
Dr Kellogg'S Discovery Center,42.32698,-85.19666,GMU,,,,,,Calhoun,Battle Creek
Ellair And Company,45.3128,-85.25708,GMU,,,,,HTTP://WWW.ELLAIR.COM/,Charlevoix,
Emerald Dragon Fly,42.28435,-83.74582,GMU,,,,,,Washtenaw,
History Center Of Traverse City,44.76176,-85.62679,GMU,,,,,HTTP://TRAVERSEHISTORY.ORG/,Grand Traverse,
Depot Museum,46.45534,-90.17165,GMU,,,Operated by the Clio Historical Association[20],,"https://en.wikipedia.org/wiki/Depot_(Clio,_Michigan)?action=edit&redlink=1",Gogebic,Clio
Charlton Park Village And Museum,42.61762,-85.21172,GMU,,,Recreated typical late 19th- to early 20th-century village,,HTTP://WWW.CHARLTONPARK.ORG/,Barry,Hastings
Detroit Hydroplane Museum,42.33566,-83.02492,GMU,,,"Operated by the Detroit Historical Society, includes a 19th-century street scene, local businesses including automobile companies, leaders, culture and heritage",,https://en.wikipedia.org/wiki/Detroit_Historical_Museum,Wayne,Detroit
Empire Area Museum,44.82189,-86.05883,GMU,,,"website, complex includes main museum, school house, 1911 Hose House, barn, gas station",,https://en.wikipedia.org/wiki/Empire_Area_Museum_Center?action=edit&redlink=1,Leelanau,Empire
Cobblestone Farm Museum,42.245,-83.70555,GMU,,,Mid 19th-century period farm and house,,HTTP://COBBLESTONEFARM.ORG,Washtenaw,Ann Arbor
Au Sable River Center,44.50007,-84.59266,GMU,,,website,,HTTP://WWW.AUSABLERIVERCENTER.ORG/,Roscommon,Oscoda
Cascade Township Museum,42.92939,-85.54808,GMU,,,,,HTTP://WWW.CASCADETWP.COM,Kent,
1839 Court House Museum,41.94423,-86.33655,GMU,,,,,,Berrien,
African Bead Museum,42.357,-83.11017,GMU,,,,,HTTP://MBAD.ORG,Wayne,
Call Of Wild Museum,45.02136,-84.68259,GMU,,,"website, museum with mounted animal displays, hands-on learning center and family amusement park",,HTTP://CALLOFTHEWILDGAYLORD.COM/,Otsego,Gaylord
Carnegie Center For The Arts,41.94628,-85.63454,GMU,,,"website, also W.R. Monroe Museum is adjacent, changing exhibits of arts, nature, science and history",,HTTP://WWW.TRCARNEGIE.COM/,St. Joseph,Three Rivers
Averill Museum,42.95543,-85.48739,GMU,,,"website, operated by the Ada Historical Society",,HTTP://WWW.HSMICHIGAN.ORG/ADA/,Kent,Ada
Calumet Theatre,47.24703,-88.45366,GMU,,,,,,Houghton,
Bloomingdale Area Historical Association,42.37533,-85.96643,HSC,,,,,HTTP://WWW.VBCO.ORG/BDALE_HISTORICAL.ASP,Van Buren,Bloomingdale
Alden Depot Park And Museum,44.8787,-85.27653,GMU,,,Operated by the Helena Township Historical Society[1],,https://en.wikipedia.org/wiki/Alden_Depot_Park_and_Museum?action=edit&redlink=1,Antrim,Alden
Bradley Home Museum,43.6292,-84.26684,GMU,,,,,,Midland,
A.E. Seaman Mineralogical Museum,47.11367,-88.55744,GMU,,,"Located on the campus of Michigan Technological University, participating institution in Keweenaw National Historical Park, state minerals",,HTTP://WWW.MUSEUM.MTU.EDU,Houghton,Houghton
Beaver Island Marine Museum,45.74743,-85.50856,GMU,,,"website, includes Old Mormon Print Shop Museum of local history, the Maritime Museum about fishing on the island, and Protar Home, a historic log cabin",,https://en.wikipedia.org/wiki/Beaver_Island_Historical_Society_Museums?action=edit&redlink=1,Charlevoix,St. James
Icebreaker Mackinac Maritime Museum,45.78216,-84.72472,GMU,,,Museum ship United States Coast Guard Cutter Mackinaw WAGB-83,,HTTP://WWW.THEMACKINAW.ORG,Cheboygan,Mackinaw City
Menominee Opera House,45.10333,-87.60296,GMU,,,,,HTTP://WWW.MENOMINEEOPERAHOUSE.ORG/,Menominee,Menominee
Sw Michigan Ltc Connections,42.08319,-86.49048,GMU,,,,,,Berrien,
Pathfinder Museum,42.72653,-84.55664,GMU,,,,,,Ingham,
Classic Car Club Of America Museum,42.30257,-83.25926,GMU,,,,,HTTP://WWW.CCCAMUSEUM.ORG,Wayne,Dearborn
National Polish American Sports Hall Of Fame,42.53409,-83.10391,GMU,,,,,,Oakland,
Michigan Transit Museum,42.59244,-82.88018,GMU,,,Historic depot restored to its 1900 appearance with exhibits of railroad stock and equipment,,HTTP://WWW.MICHIGANTRANSITMUSEUM.ORG/,Macomb,Mount Clemens
Lansing Fire Department Museum,42.68559,-84.49876,GMU,,,,,,Ingham,
Cultural Alliance Of Southeastern Michigan,42.35054,-83.04324,GMU,,,,,,Wayne,Detroit
Region Of Three Oaks Museum,41.81214,-86.61192,GMU,,,website,,https://en.wikipedia.org/wiki/Region_of_Three_Oaks_Museum?action=edit&redlink=1,Berrien,Three Oaks
Walter P Chrysler Museum Foundation,42.66296,-83.24132,GMU,,,,,HTTP://WWW.WPCHRYSLERMUSEUM.ORG,Oakland,
Copper Colored Mountain Arts,42.26854,-83.86935,GMU,,,,,,Washtenaw,
Greater Lansing Area Sports Hall Of Fame,42.74112,-84.51624,GMU,,,,,HTTP://LANSINGSPORTSHALLOFFAME.ORG/,Ingham,
Montrose Sports & Community Hall Of Fame,43.18454,-83.89341,GMU,,,,,,Genesee,
Chaldean Community Cultural Center,42.55663,-83.39424,GMU,,,,,HTTP://WWW.CHALDEANCULTURALCENTER.ORG,Oakland,
Point Betsies Lighthouse,44.68956,-86.24783,GMU,,,,,HTTP://WWW.POINTBETSIE.ORG/,Benzie,Frankfort
Antique Toy And Firehouse Museum,43.62374,-83.90535,GMU,,,"website, over 60 motorized fire trucks, over 12,000 antique and collectible toys, particularly fire, police and rescue vehicles",,HTTP://WWW.USSEDSON.ORG,Bay,Bay City
Detroit Focus,42.33322,-83.04159,GMU,,,"Operated by the Detroit Historical Society, includes a 19th-century street scene, local businesses including automobile companies, leaders, culture and heritage",,https://en.wikipedia.org/wiki/Detroit_Historical_Museum,Wayne,Detroit
Michigan Sports Hall Of Fame,42.46291,-83.37626,GMU,,,Notable figures in the development of the automobile industry,,HTTP://WWW.MICHIGANSPORTSHOF.ORG/INDEX.PHP,Oakland,Dearborn
Aeronautics Museum Foundation,42.73256,-84.55568,GMU,,,,,,Ingham,
Port Huron Sports Hall Of Fame,42.96873,-82.46247,GMU,,,"Four museums: Carnegie Center -- Port Huron Museum, Huron Lightship, Thomas Edison Depot Museum and Fort Gratiot Lighthouse",,https://en.wikipedia.org/wiki/Port_Huron_Museum,St. Clair,Port Huron
St Clair County Farm Museum,42.94536,-82.68075,GMU,,,"website, collection of farm equipment",,https://en.wikipedia.org/wiki/St._Clair_County_Farm_Museum?action=edit&redlink=1,St. Clair,Goodells
Michigan State Trust For Railway Preser,42.99424,-84.17062,GMU,,,,,HTTP://MICHIGANSTEAMTRAIN.COM,Shiawassee,
Eyaawing Museum & Cultural Center,45.02007,-85.6044,GMU,,,History and culture of the Grand Traverse Band of Ottawa and Chippewa Indians,,https://en.wikipedia.org/wiki/Grand_Traverse_Band_of_Ottawa_and_Chippewa_Indians#Eyaawing_Museum,Leelanau,Peshawbestown
South Haven Center For Arts,42.40314,-86.27057,GMU,,,,,,Van Buren,
Michigan Maritime Museum,42.40758,-86.27621,GMU,,,"website, Coast Guard and lifesaving, local fishing, maritime lore, Friends Good Will 1810 square topsail sloop",,HTTP://WWW.MICHIGANMARITIMEMUSEUM.ORG,Van Buren,South Haven
Michigan Farmers Hall Of Fame,42.45705,-85.43922,GMU,,,Notable figures in the development of the automobile industry,,https://en.wikipedia.org/wiki/Automotive_Hall_of_Fame,Barry,Dearborn
Lansing-North Lansing Electric Railroad Museum,42.7475,-84.54886,GMU,,,,,,Ingham,
U.S. National Ski Hall Of Fame And Museum,46.47559,-87.7027,GMU,,,,,HTTP://WWW.SKIHALL.COM,Marquette,Ishpeming
Presque Isle Lighthouse,45.35299,-83.48865,GMU,,,"Located in the Craftsman-style Bradley House, includes period rooms, toys, Native American artifacts, country store, tools and other exhibits",,HTTP://WWW.PRESQUEISLELIGHTHOUSES.ORG/HOME.HTML,Presque Isle,Rogers City
Muskegon Area Sports Hall Of Fame,43.15459,-86.2206,GMU,,,,,,Muskegon,
Music House,44.78863,-85.48933,GMU,,,"website, antique musical instruments and music-making machines from 1870 through 1930",,HTTP://MUSICHOUSE.ORG/,Grand Traverse,Williamsburg
Artspectrum,42.39443,-83.09234,GMU,,,,,HTTP://ARTSPECTRUM.ORG/,Wayne,Highland Park
River Raisin Centre For The Arts,41.91647,-83.39764,GMU,,,"website, history of the St. Mary's River and its inhabitants",,HTTP://WWW.RIVERRAISINCENTRE.ORG,Monroe,Sault Ste. Marie
New Buffalo Railroad Museum,41.79526,-86.74468,GMU,,,website,,HTTP://NEW-BUFFALO-RAILROAD-MUSEUM.ORG,Berrien,New Buffalo
Museum Of Ojibwa Culture,45.87207,-84.7311,GMU,,,"Exhibits include Ojibwa culture and traditions, first contact with French explorers, and the former mission's archaeological past",,https://en.wikipedia.org/wiki/St._Ignace_Mission,Mackinac,St. Ignace
Upper Peninsula Firefighters Memorial Museum,47.24648,-88.45384,GMU,,,Participating institution in Keweenaw National Historical Park,,https://en.wikipedia.org/wiki/Upper_Peninsula_Firefighters_Memorial_Museum,Houghton,Calumet
Jack Roush Transportation Museum,42.45495,-83.3849,GMU,,,,,,Oakland,
Belleville Area Museum,42.20823,-83.49071,GMU,,,website,,HTTP://WWW.BELLEVILLECONNECTION.COM,Wayne,Belleville
Lawton Heritage Museum,42.15346,-85.834,GMU,,,,,HTTP://WWW.LAWTONHERITAGEMUSEUM.ORG/,Van Buren,
Kabaz Cultural Center,42.36143,-83.02181,GMU,,,,,,Wayne,
Wellington Farm Park,44.58528,-84.76962,GMU,,,"website, rural mid-America during the Great Depression",,HTTP://WWW.WELLINGTONFARMPARK.ORG/,Crawford,Grayling
K I Sawyer Heritage Air Museum,46.53935,-87.39673,GMU,,,"website, adjacent to Sawyer International Airport, contributions made by the men, women and machines of K I Sawyer Air Force Base, Michigan to America's Cold War defense mission",,HTTP://WWW.AVIATIONMUSEUM.EU,Marquette,Gwinn
Michigan Museum Of Military Transport Foundation,43.55214,-84.15573,GMU,,,"website, military vehicles, currently no permanent facility",,https://en.wikipedia.org/wiki/Michigan_Museum_of_Military_Transport?action=edit&redlink=1,Saginaw,Grayling
Gospel Music Hall Of Fame & Museum,42.4154,-83.22174,GMU,,,"website, open by appointment only",,HTTP://WWW.IGMHF.ORG/WEBSITE/HTML_PAGES/HOME_PAGE.HTML,Wayne,Detroit
American Museum Of Magic & Lund Library,42.27195,-84.95458,GMU,,,"Magical paraphernalia and illusions, including devices that once belonged to magician Harry Blackstone, Sr.",,HTTP://WWW.AMERICANMUSEUMOFMAGIC.ORG,Calhoun,Marshall
Mid Michigan Civil War Museum,45.76436,-84.4673,GMU,,,,,,Mackinac,
Luther Area Museum Association,44.03835,-85.7006,GMU,,,,,,Lake,
Michigan Magazine Museum,44.76654,-84.05085,GMU,,,"website, Michigan memorabilia",,https://en.wikipedia.org/wiki/Michigan_Magazine_Museum?action=edit&redlink=1,Oscoda,Comins
Wyandotte Historical Society,42.20729,-83.14858,HSC,,,"Early 20th-century period Ford-MacNichol House, also local history and art exhibits",,HTTP://WWW.WYANDOTTEMUSEUMS.ORG,Wayne,Wyandotte
Holy Hill Center,42.99013,-83.5889,GMU,,,,,,Genesee,
Rails On Wheels,42.17062,-83.77304,GMU,,,"website, railroads, logging, fishing exhibits, operated by the Bay Mills-Brimley Historical Society",,HTTP://RAILSONWHEELS.COM/,Washtenaw,Brimley
Edwardsburg Museum,41.79433,-86.03679,GMU,,,,,,Cass,
Pair Of Roseville Planters,42.51666,-82.92721,GMU,,,,,,Macomb,Roseville
Kids 'N' Stuff Children'S Museum,42.24338,-84.75304,GMU,,,website,,HTTP://WWW.KIDSNSTUFF.ORG,Calhoun,Albion
Catholic Heritage Museum,43.4442,-84.02962,GMU,,,Artifacts of the churches of the Saginaw Catholic Diocese[14],,https://en.wikipedia.org/wiki/Catholic_Heritage_Museum?action=edit&redlink=1,Saginaw,Saginaw
Lansing Model Railroad Club,42.74574,-84.4836,GMU,,,,,HTTP://WWW.LMRC.ORG/,Ingham,East Lansing
Eastern Lakes Transport Museum,43.05939,-83.27572,GMU,,,,,,Lapeer,
Kalamazoo Model Railroad Club,42.40497,-85.56151,GMU,,,,,HTTP://WWW.KMRHS.ORG/,Kalamazoo,Kalamazoo
Ukrainian American Archives & Museum,42.40383,-83.05911,GMU,,,"Ukrainian culture, art and contributions to the United States",,HTTP://WWW.UKRAINIANMUSEUMDETROIT.ORG/HOME.HTML,Wayne,Hamtramck
Hanka Homestead Finnish Museum,46.80095,-88.49122,GMU,,,"Self-sufficient Finnish homestead farm, participating institution in Keweenaw National Historical Park",,https://en.wikipedia.org/wiki/Herman_and_Anna_Hanka_Farm,Baraga,Pelkie
World Heritage Air Museum,42.44439,-82.94539,GMU,,,,,,Wayne,
U.S. Military Hall Of Fame,45.15444,-85.14052,GMU,,,"Cultural and historical exhibits on the accomplishments and achievements of Michigan women, also an art gallery",,https://en.wikipedia.org/wiki/Michigan_Women's_Hall_of_Fame,Charlevoix,Lansing
Hale Auto Museum,44.60588,-86.20388,GMU,,,,,,Benzie,Frankfort
Top Of The Lake Snowmobile Museum,46.12599,-85.23343,GMU,,,"website, antique and vintage snowmobiles",,HTTP://WWW.SNOWMOBILEMUSEUM.COM,Mackinac,Naubinway
West Mich Center For Arts & Technology,42.96311,-85.66687,GMU,,,,,,Kent,
St Charles Area Museum,43.29229,-84.1367,GMU,,,,,,Saginaw,
Saginaw Valley Air Museum,43.42886,-83.86005,GMU,,,,,HTTP://WWW.SVSU.EDU/,Saginaw,
Reid Family Foundation,42.7003,-83.35201,GMU,,,,,,Oakland,
Movie Museum,42.99932,-84.16518,GMU,,,,,,Shiawassee,
Carnegie Museum Of The Keweenaw,47.12194,-88.56587,GMU,,,"Rotating exhibits about local history, natural history, science and culture",,https://en.wikipedia.org/wiki/Carnegie_Museum_of_the_Keweenaw,Houghton,Houghton
Fort Wilkins Historic Complex,47.47009,-87.88773,GMU,,,,,,Keweenaw,
Gerald R. Ford Presidential Library,42.28753,-83.71288,GMU,,,Library about Gerald R. Ford,,https://en.wikipedia.org/wiki/Gerald_R._Ford_Presidential_Library,Washtenaw,Ann Arbor
Gerald R. Ford Presidential Museum,42.96667,-85.67712,GMU,,,Museum about Gerald R. Ford,,https://en.wikipedia.org/wiki/Gerald_R._Ford_Presidential_Museum,Kent,Grand Rapids
Lumberman'S Monument Visitor Center,44.43947,-83.35645,GMU,,,Monument and visitor center with exhibits about logging industry,,https://en.wikipedia.org/wiki/Lumberman's_Monument,Iosco,Oscoda
Marvin'S Marvelous Mechanical Museum,42.52535,-83.36007,GMU,,,"Historical and modern arcade machines, sideshow wonders, fortune tellers, automatons, and curiosities",,https://en.wikipedia.org/wiki/Marvin's_Marvelous_Mechanical_Museum,Oakland,Farmington Hills
Metropolitan Museum Of Design Detroit,42.33428,-83.04671,GMU,,,"Operated by the Detroit Historical Society, includes a 19th-century street scene, local businesses including automobile companies, leaders, culture and heritage",,https://en.wikipedia.org/wiki/Detroit_Historical_Museum,Wayne,Detroit
Midwest Miniatures Museum,42.44213,-85.42506,GMU,,,,,,Barry,
National Museum Of The Tuskegee Airmen,42.30928,-83.11464,GMU,,,"website, located at Fort Wayne, history of blacks in aviation in World War II up until the integration of the Armed Forces, open by appointment",,https://en.wikipedia.org/wiki/Tuskegee_Airmen_National_Museum?action=edit&redlink=1,Wayne,Detroit
West Michigan Snowmobile Museum,43.19741,-85.60257,GMU,,,,,,Kent,
Wolverine Fire Company Museum,42.2985,-85.03493,GMU,,,,,,Calhoun,
Wurtsmith Air Museum,44.43947,-83.35645,GMU,,,"website, located at Oscoda-Wurtsmith Airport, history of Wurtsmith Air Force Base and aviation in NE Michigan",,https://en.wikipedia.org/wiki/Wurtsmith_Air_Museum,Iosco,Oscoda
Dennos Museum Center,44.76426,-85.58341,GMU,,,"Part of Northwestern Michigan College, features an Inuit art collection",,https://en.wikipedia.org/wiki/Dennos_Museum_Center,Grand Traverse,Traverse City
Fred Russ Experimental Forest,42.7356,-84.49352,GMU,,,,,HTTP://AGBIORESEARCH.MSU.EDU/CENTERS/FREDRUSS,Ingham,
Galleria,43.51924,-83.97409,GMU,,,,,,Saginaw,
Horner-Mclaughlin Woods,42.25286,-83.7389,GMU,,,,,HTTP://WWW.LSA.UMICH.EDU/MBG/,Washtenaw,
Jim Crow Museum Of Racist Memorabilia,43.693,-85.47763,GMU,,,"Part of Ferris State University, racist memorabilia",,HTTP://WWW.FERRIS.EDU/JIMCROW/,Mecosta,Big Rapids
Kellogg Farm And Dairy,42.7356,-84.49352,GMU,,,,,HTTP://WWW.KBS.MSU.EDU,Ingham,
Mackinac State Historic Parks,45.77657,-84.73786,GMU,,,,,HTTP://WWW.MACKINACPARKS.COM,Emmet,
Marshall M. Fredericks Sculpture Museum,43.51996,-83.97413,GMU,,,"Part of Saginaw Valley State University, displays plaster models of Marshall Fredericks bronze sculptures, also changing art exhibits",,HTTP://MARSHALLFREDERICKS.ORG,Saginaw,University Center
